coordinate,class_code,class_name,scenario_code,scenario_name,maturity,canonical_item_kind,canonical_index,seed_pair_id,label,label_confidence,ground_truth_kind,data_quality,left_sha256,right_sha256,left_apk_ref,right_apk_ref,source_kind,source_ref,expected_change,expected_invariants,reuse_group,independence_unit,claim_scope
DC-C08-S05-M0,C08,code_deletion,S05,explanation_quality,M0,apk_pair,1,M0-C08-DEL-APK-002,positive_code_deletion,strong,controlled_generated_transformation,generated_local_verified,d8e028924c59178311eefd130e3166ab9d00945cf46765776f84f406bd2b3e65,d8809ad982575cd38dcd88d0067e2d4b9bfc7c9ec3674843872400c5649fadea,m0/generated-apks/M0-C08-DEL-APK-002/left.apk,m0/generated-apks/M0-C08-DEL-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated class count reduced from 6 to 3,manifest package and resources stay unchanged,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C08-S05-M0,C08,code_deletion,S05,explanation_quality,M0,apk_pair,2,M0-C08-DEL-APK-003,positive_code_deletion,strong,controlled_generated_transformation,generated_local_verified,5adf0356ce7210af233b167702522ac784af05293a021f8da04c6ec04c634fae,bdd734bf065a28d990b8d06da046d576fbed32f209f7f8bd8e3a7122f60c7e79,m0/generated-apks/M0-C08-DEL-APK-003/left.apk,m0/generated-apks/M0-C08-DEL-APK-003/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,generated class count reduced from 6 to 3,manifest package and resources stay unchanged,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C09-S01-M0,C09,multidex_change,S01,pair_similarity,M0,apk_pair,1,M0-C09-MDEX-APK-001,positive_multidex_split,strong,controlled_generated_transformation,generated_local_verified,eef86e22f9d18b55991e8939e307eb0260439a86d6827943d272e84871cf2a62,fc53766d96acda1c44af48779156a28e0c566e02931d09f691db60057f7f115f,m0/generated-apks/M0-C09-MDEX-APK-001/left.apk,m0/generated-apks/M0-C09-MDEX-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,same generated classes split across classes.dex and classes2.dex,generated class count stays 10,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C09-S01-M0,C09,multidex_change,S01,pair_similarity,M0,apk_pair,2,M0-C09-MDEX-APK-002,positive_multidex_split,strong,controlled_generated_transformation,generated_local_verified,6634ac86c87726dea2ce6e842d542f92c10e095e7c534716cd9f2e9c40c919db,5435812b61b892dcc9696c61e33d176f59e021996caca07f94d35d9bfe3ca106,m0/generated-apks/M0-C09-MDEX-APK-002/left.apk,m0/generated-apks/M0-C09-MDEX-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,same generated classes split across classes.dex and classes2.dex,generated class count stays 10,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C09-S02-M0,C09,multidex_change,S02,candidate_retrieval,M0,apk_pair,1,M0-C09-MDEX-APK-001,positive_multidex_split,strong,controlled_generated_transformation,generated_local_verified,eef86e22f9d18b55991e8939e307eb0260439a86d6827943d272e84871cf2a62,fc53766d96acda1c44af48779156a28e0c566e02931d09f691db60057f7f115f,m0/generated-apks/M0-C09-MDEX-APK-001/left.apk,m0/generated-apks/M0-C09-MDEX-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,same generated classes split across classes.dex and classes2.dex,generated class count stays 10,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C09-S02-M0,C09,multidex_change,S02,candidate_retrieval,M0,apk_pair,2,M0-C09-MDEX-APK-002,positive_multidex_split,strong,controlled_generated_transformation,generated_local_verified,6634ac86c87726dea2ce6e842d542f92c10e095e7c534716cd9f2e9c40c919db,5435812b61b892dcc9696c61e33d176f59e021996caca07f94d35d9bfe3ca106,m0/generated-apks/M0-C09-MDEX-APK-002/left.apk,m0/generated-apks/M0-C09-MDEX-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,same generated classes split across classes.dex and classes2.dex,generated class count stays 10,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C09-S03-M0,C09,multidex_change,S03,screening_cost,M0,apk_pair,1,M0-C09-MDEX-APK-001,positive_multidex_split,strong,controlled_generated_transformation,generated_local_verified,eef86e22f9d18b55991e8939e307eb0260439a86d6827943d272e84871cf2a62,fc53766d96acda1c44af48779156a28e0c566e02931d09f691db60057f7f115f,m0/generated-apks/M0-C09-MDEX-APK-001/left.apk,m0/generated-apks/M0-C09-MDEX-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,same generated classes split across classes.dex and classes2.dex,generated class count stays 10,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C09-S03-M0,C09,multidex_change,S03,screening_cost,M0,apk_pair,2,M0-C09-MDEX-APK-002,positive_multidex_split,strong,controlled_generated_transformation,generated_local_verified,6634ac86c87726dea2ce6e842d542f92c10e095e7c534716cd9f2e9c40c919db,5435812b61b892dcc9696c61e33d176f59e021996caca07f94d35d9bfe3ca106,m0/generated-apks/M0-C09-MDEX-APK-002/left.apk,m0/generated-apks/M0-C09-MDEX-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,same generated classes split across classes.dex and classes2.dex,generated class count stays 10,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C09-S04-M0,C09,multidex_change,S04,deep_cost,M0,apk_pair,1,M0-C09-MDEX-APK-001,positive_multidex_split,strong,controlled_generated_transformation,generated_local_verified,eef86e22f9d18b55991e8939e307eb0260439a86d6827943d272e84871cf2a62,fc53766d96acda1c44af48779156a28e0c566e02931d09f691db60057f7f115f,m0/generated-apks/M0-C09-MDEX-APK-001/left.apk,m0/generated-apks/M0-C09-MDEX-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,same generated classes split across classes.dex and classes2.dex,generated class count stays 10,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C09-S04-M0,C09,multidex_change,S04,deep_cost,M0,apk_pair,2,M0-C09-MDEX-APK-002,positive_multidex_split,strong,controlled_generated_transformation,generated_local_verified,6634ac86c87726dea2ce6e842d542f92c10e095e7c534716cd9f2e9c40c919db,5435812b61b892dcc9696c61e33d176f59e021996caca07f94d35d9bfe3ca106,m0/generated-apks/M0-C09-MDEX-APK-002/left.apk,m0/generated-apks/M0-C09-MDEX-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,same generated classes split across classes.dex and classes2.dex,generated class count stays 10,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C09-S05-M0,C09,multidex_change,S05,explanation_quality,M0,apk_pair,1,M0-C09-MDEX-APK-001,positive_multidex_split,strong,controlled_generated_transformation,generated_local_verified,eef86e22f9d18b55991e8939e307eb0260439a86d6827943d272e84871cf2a62,fc53766d96acda1c44af48779156a28e0c566e02931d09f691db60057f7f115f,m0/generated-apks/M0-C09-MDEX-APK-001/left.apk,m0/generated-apks/M0-C09-MDEX-APK-001/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,same generated classes split across classes.dex and classes2.dex,generated class count stays 10,m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-C09-S05-M0,C09,multidex_change,S05,explanation_quality,M0,apk_pair,2,M0-C09-MDEX-APK-002,positive_multidex_split,strong,controlled_generated_transformation,generated_local_verified,6634ac86c87726dea2ce6e842d542f92c10e095e7c534716cd9f2e9c40c919db,5435812b61b892dcc9696c61e33d176f59e021996caca07f94d35d9bfe3ca106,m0/generated-apks/M0-C09-MDEX-APK-002/left.apk,m0/generated-apks/M0-C09-MDEX-APK-002/right.apk,controlled_generated_apk_pair,M0-CONTROLLED-GENERATED:materializer,same generated classes split across classes.dex and classes2.dex,generated class count stays 10,m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-F01-S06-M0,F01,analysis_failure,S06,failure_robustness,M0,failure_case,1,M0-F01-FAIL-APK-002,code_empty_apk,strong,controlled_generated_transformation,generated_local_verified,53ac98b6727057e9428a89ba9008eb4a2166aa442964867589c95dbdaaf0c36f,,m0/generated-apks/M0-F01-FAIL-APK-002/left.apk,,controlled_generated_failure_apk,M0-CONTROLLED-GENERATED:materializer,APK has manifest and resources but no classes.dex,"failure must be reported as analysis_failed, not score=0",m0-controlled-familya,m0-controlled-familya,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
DC-F01-S06-M0,F01,analysis_failure,S06,failure_robustness,M0,failure_case,2,M0-F01-FAIL-APK-003,code_empty_apk,strong,controlled_generated_transformation,generated_local_verified,e40b018b3e86a1374bf5ecea8aa1131202b4c1199cf26b03703e635b477d793f,,m0/generated-apks/M0-F01-FAIL-APK-003/left.apk,,controlled_generated_failure_apk,M0-CONTROLLED-GENERATED:materializer,APK has manifest and resources but no classes.dex,"failure must be reported as analysis_failed, not score=0",m0-controlled-familyb,m0-controlled-familyb,M0 technical and diagnostic use only; synthetic pair is not real-world quality evidence.
